Network,Date,Time start,Species,plant,Apis.mellifera,Bombus.,Colletidae.Halictidae,Vespula,Syrphidae,Diptera,Diptera,Coleoptera,Lepidoptera,Hymenoptera,Myridae
AitP,12/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,26/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,1,0,0,0,0,0,0
AitP,30/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,1,0,0,0,0,0,0,0
AitP,30/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1500,CALssr,Calystegia sepium subsp. roseata,1,1,0,0,0,0,0,0,0,0,0
AitP,4/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,2,0
AitP,7/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,2,0,0,0,0,0,0,0,0,0
AitP,9/02/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1100,CALssr,Calystegia sepium subsp. roseata,1,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,1,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,1,0
AitP,14/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,1,0,1,0
AitP,14/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,2,0,0,0
AitP,20/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,2,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,CALssr,Calystegia sepium subsp. roseata,1,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,2,0
AitP,20/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,2,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,1,0
AitP,30/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,2,0
AitP,4/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,3,0
AitP,4/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,1,0,0,2,0
AitP,7/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,2,1
AitP,7/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,3,0
AitP,14/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,3,0
AitP,20/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,1,1
AitP,30/01/16,1500,CALssr,Calystegia sepium subsp. roseata,2,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,1,0,0,0,0,0,0,3,0
AitP,4/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,4,0
AitP,7/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,5,0
AitP,7/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,5,0
AitP,7/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,6,0
AitP,7/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,6,0
AitP,26/02/16,1300,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,5,0,0,0
AitP,4/01/16,1500,CALssr,Calystegia sepium subsp. roseata,0,1,0,0,0,0,0,0,0,6,0
AitP,4/01/16,1300,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,8,0
AitP,4/01/16,900,CALssr,Calystegia sepium subsp. roseata,0,2,0,0,0,0,0,0,0,7,0
AitP,7/01/16,1100,CALssr,Calystegia sepium subsp. roseata,0,0,0,0,0,0,0,0,0,10,0
AitP,9/02/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,0,1
AitP,9/02/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,9/02/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,1,0
AitP,9/02/16,1100,DAUcar,Daucus carota,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,1,0,0
AitP,9/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,1,0,0,0,0,0
AitP,9/02/16,1300,DAUcar,Daucus carota,0,0,0,0,1,0,0,0,0,0,0
AitP,9/02/16,1300,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,1,0,0,0,0,0
AitP,13/02/16,900,DAUcar,Daucus carota,0,0,0,0,1,0,0,0,0,0,0
AitP,13/02/16,900,DAUcar,Daucus carota,0,0,0,0,1,0,0,0,0,0,0
AitP,13/02/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,1,0
AitP,13/02/16,1100,DAUcar,Daucus carota,0,0,0,0,1,0,0,0,0,0,0
AitP,13/02/16,1300,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,1,0,0,0,0,0
AitP,13/02/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,14/01/16,900,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,DAUcar,Daucus carota,0,1,0,0,0,0,0,0,0,0,0
AitP,14/01/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,DAUcar,Daucus carota,0,1,0,0,0,0,0,0,0,0,0
AitP,20/01/16,900,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,1300,DAUcar,Daucus carota,0,0,0,0,0,1,0,0,0,0,0
AitP,20/01/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,20/01/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,1,0
AitP,20/01/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,26/02/16,1100,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1500,DAUcar,Daucus carota,0,1,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,1,0,0
AitP,30/01/16,1100,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,0,0
AitP,30/01/16,1100,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,0,0
AitP,30/01/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,0,0
AitP,30/01/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,1,0
AitP,12/02/16,1300,DAUcar,Daucus carota,0,1,0,0,0,0,1,0,0,0,0
AitP,12/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,2,0
AitP,14/01/16,900,DAUcar,Daucus carota,0,0,2,0,0,0,0,0,0,0,0
AitP,14/01/16,1300,DAUcar,Daucus carota,0,0,0,0,0,1,0,1,0,0,0
AitP,14/01/16,1300,DAUcar,Daucus carota,0,0,1,0,0,0,0,1,0,0,0
AitP,14/01/16,1300,DAUcar,Daucus carota,1,0,1,0,0,0,0,0,0,0,0
AitP,20/01/16,900,DAUcar,Daucus carota,2,0,0,0,0,0,0,0,0,0,0
AitP,20/01/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,1,1,0,0,0
AitP,20/01/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,1,0,0,0
AitP,20/01/16,1500,DAUcar,Daucus carota,1,0,0,0,0,1,0,0,0,0,0
AitP,26/02/16,1500,DAUcar,Daucus carota,0,1,0,0,0,1,0,0,0,0,0
AitP,30/01/16,1100,DAUcar,Daucus carota,0,1,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,DAUcar,Daucus carota,1,1,0,0,0,0,0,1,0,0,0
AitP,12/02/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,2,0
AitP,12/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,2,1,0,0,0
AitP,12/02/16,1500,DAUcar,Daucus carota,1,0,0,0,0,0,0,0,0,2,0
AitP,13/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,1,2,0
AitP,14/01/16,1300,DAUcar,Daucus carota,1,1,0,0,0,0,0,1,0,0,0
AitP,20/01/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,3,0,0,0
AitP,20/01/16,900,DAUcar,Daucus carota,0,0,0,0,0,0,0,3,0,0,0
AitP,20/01/16,1300,DAUcar,Daucus carota,1,1,0,0,0,0,1,0,0,0,0
AitP,26/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,1,2,0
AitP,30/01/16,1100,DAUcar,Daucus carota,0,0,1,0,1,0,0,0,0,1,0
AitP,30/01/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,3,0
AitP,14/01/16,900,DAUcar,Daucus carota,1,0,0,1,1,1,0,0,0,0,0
AitP,26/02/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,3,1,0
AitP,9/02/16,900,DAUcar,Daucus carota,1,0,0,0,0,0,0,2,2,0,0
AitP,12/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,5,0
AitP,20/01/16,1100,DAUcar,Daucus carota,1,0,1,0,0,0,0,3,0,0,0
AitP,26/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,5,0,0,0
AitP,26/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,5,0,0
AitP,9/02/16,900,DAUcar,Daucus carota,1,1,1,0,1,0,1,1,0,0,0
AitP,12/02/16,1100,DAUcar,Daucus carota,1,1,1,0,0,0,1,0,2,0,0
AitP,12/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,3,0,0,3,0
AitP,13/02/16,1500,DAUcar,Daucus carota,0,1,0,0,0,0,0,0,0,6,0
AitP,26/02/16,1100,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,7,0,0
AitP,30/01/16,1300,DAUcar,Daucus carota,0,0,1,0,0,0,0,0,0,6,0
AitP,13/02/16,1100,DAUcar,Daucus carota,0,1,1,0,1,0,0,0,0,5,0
AitP,13/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,8,0
AitP,20/01/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,1,0,10,0
AitP,13/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,0,13,0
AitP,26/02/16,1500,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,8,6,0
AitP,26/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,15,0,0
AitP,26/02/16,1300,DAUcar,Daucus carota,0,0,0,0,0,0,0,0,30,0,0
AitP,9/02/16,900,HEBE,Hebe,0,0,0,0,0,0,0,1,0,0,0
AitP,9/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,0,0,0,0,0,0,0,0,0,1
AitP,9/02/16,1100,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,1,0,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,9/02/16,1500,HEBE,Hebe,0,0,0,0,0,0,0,0,0,0,1
AitP,9/02/16,1500,HEBE,Hebe,0,0,0,0,0,1,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,900,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1100,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,12/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,12/02/16,1500,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,900,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,0,0,0,0,0,0,1,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1300,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,13/02/16,1500,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,900,HEBE,Hebe,0,0,0,0,0,0,1,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,1,0,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
AitP,26/02/16,1100,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,1,0,0,0,0,0,0,0,0,0
AitP,26/02/16,1300,HEBE,Hebe,0,0,1,0,0,0,0,0,0,0,0
