Plant_species,Insect_species,value,L1
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Erica carnea,Bombus lucorum-Komplex,1,Benadi 2014_2
Soldanella alpina,Pieris rapae,1,Benadi 2014_2
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Tussilago farfara,Andrena ruficrus,1,Benadi 2014_2
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Tussilago farfara,Dasysyrphus lenensis,1,Benadi 2014_2
Tussilago farfara,Sphaerophoria scripta,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Soldanella alpina,Botanophila varicolor,1,Benadi 2014_2
Tussilago farfara,Pollenia amentaria,1,Benadi 2014_2
Tussilago farfara,Cheilosia pagana,1,Benadi 2014_2
Erica carnea,Bombus pratorum,1,Benadi 2014_2
Erica carnea,Bombus pratorum,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Erica carnea,Bombus wurflenii,1,Benadi 2014_2
Gentiana verna,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Cheilosia nigripes,1,Benadi 2014_2
Ranunculus acris,Cheilosia laticornis,1,Benadi 2014_2
Ranunculus acris,Dasysyrphus lenensis,1,Benadi 2014_2
Gentiana verna,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Cheilosia antiqua,1,Benadi 2014_2
Ranunculus acris,Cheilosia lenis,1,Benadi 2014_2
Viola biflora,Sphaerophoria interrupta,1,Benadi 2014_2
Viola biflora,Pollenia amentaria,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Meliscaeva cinctella,1,Benadi 2014_2
Tussilago farfara,Cheilosia antiqua,1,Benadi 2014_2
Ranunculus acris,Parasyrphus vittiger,1,Benadi 2014_2
Ranunculus acris,Fannia mollissima,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Gentiana verna,Bombus lucorum-Komplex,1,Benadi 2014_2
Polygala chamaebuxus,Bombus lucorum-Komplex,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Erica carnea,Bombus pratorum,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Erica carnea,Pieris napi,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Pollenia amentaria,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Parasyrphus vittiger,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Parasyrphus vittiger,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Cheilosia urbana,1,Benadi 2014_2
Viola biflora,Pollenia amentaria,1,Benadi 2014_2
Ranunculus acris,Phorbia curvicauda,1,Benadi 2014_2
Viola biflora,Parasyrphus vittiger,1,Benadi 2014_2
Ranunculus acris,Phaonia meigeni,1,Benadi 2014_2
Viola biflora,Sarcophaga rosellei,1,Benadi 2014_2
Ranunculus acris,Parasyrphus vittiger,1,Benadi 2014_2
Ranunculus acris,Lasioglossum fratellum,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Parasyrphus vittiger,1,Benadi 2014_2
Polygala chamaebuxus,Bombus pascuorum,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Erica carnea,Bombus cryptarum,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Phaonia meigeni,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pollenia amentaria,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Viola biflora,Pollenia amentaria,1,Benadi 2014_2
Viola biflora,Pollenia amentaria,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Sphaerophoria interrupta,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Pegoplata aestiva,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Polygala chamaebuxus,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria scripta,1,Benadi 2014_2
Potentilla erecta,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Rhingia campestris,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Xylota florum,1,Benadi 2014_2
Ranunculus acris,Dasysyrphus pinastri,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Potentilla erecta,Bombus wurflenii,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ajuga reptans,Pieris napi,1,Benadi 2014_2
Ajuga reptans,Vanessa cardui,1,Benadi 2014_2
Veronica chamaedrys,Melanostoma mellinum,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ajuga reptans,Euclidia glyphica,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Bombus hortorum,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Platycheirus albimanus,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Leptidea sinapis,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Melanostoma scalare,1,Benadi 2014_2
Ajuga reptans,Anthocharis cardamines,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Anthriscus nitidus,Thricops nigritellus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Anthriscus nitidus,Thricops longipes,1,Benadi 2014_2
Anthriscus nitidus,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Bombus sylvestris,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops longipes,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus manicatus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Thricops nigritellus,1,Benadi 2014_2
Potentilla erecta,Fannia postica,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Chaerophyllum hirsutum,Thricops nigritellus,1,Benadi 2014_2
Leontodon hispidus,Eristalis intricaria,1,Benadi 2014_2
Potentilla erecta,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Fragaria vesca,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Veronica chamaedrys,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Platycheirus albimanus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Pieris bryoniae,1,Benadi 2014_2
Potentilla erecta,Melanostoma mellinum,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ajuga reptans,Pieris bryoniae,1,Benadi 2014_2
Ranunculus acris,Phaonia meigeni,1,Benadi 2014_2
Ranunculus acris,Chelostoma florisomne,1,Benadi 2014_2
Ranunculus acris,Pieris bryoniae,1,Benadi 2014_2
Potentilla erecta,Melanostoma mellinum,1,Benadi 2014_2
Ajuga reptans,Bombus pratorum,1,Benadi 2014_2
Ajuga reptans,Carterocephalus palaemon,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops innocuus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ajuga reptans,Rhingia campestris,1,Benadi 2014_2
Ajuga reptans,Rhingia campestris,1,Benadi 2014_2
Ranunculus acris,Thricops cunctans,1,Benadi 2014_2
Potentilla erecta,Parasyrphus vittiger,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Veronica chamaedrys,Melanostoma mellinum,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Plantago lanceolata,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Pipiza quadrimaculata,1,Benadi 2014_2
Veronica chamaedrys,Eupeodes nitens,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus albimanus,1,Benadi 2014_2
Plantago lanceolata,Platycheirus clypeatus,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Veronica chamaedrys,Melanostoma mellinum,1,Benadi 2014_2
Ranunculus acris,Lucilia richardsih,1,Benadi 2014_2
Ranunculus acris,Thricops cunctans,1,Benadi 2014_2
Veronica chamaedrys,Melanostoma mellinum,1,Benadi 2014_2
Ranunculus acris,Pieris napi,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Veronica chamaedrys,Volucella bombylans,1,Benadi 2014_2
Ajuga reptans,Volucella bombylans,1,Benadi 2014_2
Ajuga reptans,Anthophora furcata,1,Benadi 2014_2
Ajuga reptans,Bombus pascuorum,1,Benadi 2014_2
Ajuga reptans,Rhingia campestris,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Thricops semicinereus,1,Benadi 2014_2
Veronica chamaedrys,Platycheirus tarsalis,1,Benadi 2014_2
Veronica chamaedrys,Melanostoma mellinum,1,Benadi 2014_2
Ranunculus acris,Pieris napi,1,Benadi 2014_2
Ranunculus acris,Thricops cunctans,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Phaonia meigeni,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Thricops longipes,1,Benadi 2014_2
Ranunculus acris,Phaonia angelicae,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Phaonia angelicae,1,Benadi 2014_2
Ranunculus acris,Eristalis arbustorum,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Thricops longipes,1,Benadi 2014_2
Galium album,Blera fallax,1,Benadi 2014_2
Asteraceae sp. 4,Episyrphus balteatus,1,Benadi 2014_2
Phyteuma orbiculare,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Chaerophyllum hirsutum,Thricops nigrifrons,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria scripta,1,Benadi 2014_2
Potentilla erecta,Thecophora atra,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Chrysotoxum arcuatum,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Asteraceae sp. 5,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Plantago lanceolata,Dasysyrphus tricinctus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Sphaerophoria interrupta,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Galium album,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Melanostoma mellinum,1,Benadi 2014_2
Asteraceae sp. 4,Parasyrphus annulatus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Asteraceae sp. 4,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Xylota florum,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Ranunculus acris,Thricops longipes,1,Benadi 2014_2
Galium album,Heringia pubescens,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Sphaerophoria interrupta,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Veronica chamaedrys,Sphaerophoria scripta,1,Benadi 2014_2
Potentilla erecta,Parasyrphus annulatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Sphaerophoria scripta,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Asteraceae sp. 4,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Xylota jakutorum,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Plantago lanceolata,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Galium album,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Phyteuma orbiculare,Bombus pratorum,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Xylota florum,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Ranunculus acris,Xylota jakutorum,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Drymeia alpicola,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Epilobium montanum,Sphaerophoria interrupta,1,Benadi 2014_2
Ranunculus acris,Drymeia alpicola,1,Benadi 2014_2
Ranunculus acris,Drymeia alpicola,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Potentilla erecta,Cheilosia albitarsis,1,Benadi 2014_2
Ranunculus acris,Pipiza quadrimaculata,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Parasyrphus annulatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Plantago lanceolata,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Galium album,Episyrphus balteatus,1,Benadi 2014_2
Plantago lanceolata,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Cheilosia lenis,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Cheilosia antiqua,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria scripta,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria interrupta,1,Benadi 2014_2
Chaerophyllum hirsutum,Thricops nigrifrons,1,Benadi 2014_2
Ranunculus acris,Syrphus ribesii,1,Benadi 2014_2
Lotus corniculatus,Bombus wurflenii,1,Benadi 2014_2
Phyteuma orbiculare,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Drymeia alpicola,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Sphaerophoria scripta,1,Benadi 2014_2
Lotus corniculatus,Bombus wurflenii,1,Benadi 2014_2
Plantago lanceolata,Syrphus vitripennis,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Plantago lanceolata,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Cheilosia melanura,1,Benadi 2014_2
Trifolium pratense,Bombus pascuorum,1,Benadi 2014_2
Veronica chamaedrys,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Sphaerophoria interrupta,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Syrphus ribesii,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Parasyrphus annulatus,1,Benadi 2014_2
Ranunculus acris,Syrphus ribesii,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Potentilla erecta,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Episyrphus balteatus,1,Benadi 2014_2
Ranunculus acris,Pipiza bimaculata,1,Benadi 2014_2
Ranunculus acris,Syrphus ribesii,1,Benadi 2014_2
Potentilla erecta,Sphaerophoria scripta,1,Benadi 2014_2
Heracleum austriacum,Episyrphus balteatus,1,Benadi 2014_2
Heracleum austriacum,Platycheirus albimanus,1,Benadi 2014_2
Heracleum austriacum,Phaonia serva,1,Benadi 2014_2
Heracleum austriacum,Thricops nigritellus,1,Benadi 2014_2
Heracleum austriacum,Thricops nigritellus,1,Benadi 2014_2
Heracleum austriacum,Thricops nigritellus,1,Benadi 2014_2
Heracleum austriacum,Hylemya nigrimana,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_2
Thymus praecox,Perizoma blandiata,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Ranunculus acris,Thricops nigritellus,1,Benadi 2014_2
Thymus praecox,Episyrphus balteatus,1,Benadi 2014_2
Heracleum austriacum,Episyrphus balteatus,1,Benadi 2014_2
Heracleum austriacum,Thricops nigrifrons,1,Benadi 2014_2
Heracleum austriacum,Thricops nigrifrons,1,Benadi 2014_2
Heracleum austriacum,Thricops nigrifrons,1,Benadi 2014_2
Heracleum austriacum,Thricops longipes,1,Benadi 2014_2
Centaurea jacea,Eristalis tenax,1,Benadi 2014_2
Pimpinella major,Thricops nigrifrons,1,Benadi 2014_2
Pimpinella major,Syrphus torvus,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Pimpinella major,Phaonia angelicae,1,Benadi 2014_2
Ranunculus acris,Eristalis tenax,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Prunella vulgaris,Bombus pratorum,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Prunella vulgaris,Bombus pratorum,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Prunella vulgaris,Eristalis tenax,1,Benadi 2014_2
Heracleum austriacum,Lucilia caesar,1,Benadi 2014_2
Heracleum austriacum,Lucilia caesar,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Prunella vulgaris,Bombus wurflenii,1,Benadi 2014_2
Ranunculus acris,Phaonia serva,1,Benadi 2014_2
Leontodon hispidus,Erebia manto,1,Benadi 2014_2
Leontodon hispidus,Erebia manto,1,Benadi 2014_2
